scenario_id,model_updated,n_train,stable_ratio,n_stable,n_unstable,skip_reason,model_path
1,0,1,0,0,0,warmup_before_first_update,
2,0,2,0,0,0,warmup_before_first_update,
3,0,3,0,0,0,warmup_before_first_update,
4,0,4,0,0,0,cadence_skip,
5,0,5,0,0,0,cadence_skip,
6,0,6,1,6,0,class_imbalance_guard,
7,0,7,0,0,0,cadence_skip,
8,0,8,0,0,0,cadence_skip,
9,0,9,1,9,0,class_imbalance_guard,
10,0,10,0,0,0,cadence_skip,
11,0,11,0,0,0,cadence_skip,
12,0,12,0.916666666666667,11,1,class_imbalance_guard,
13,0,13,0,0,0,cadence_skip,
14,0,14,0,0,0,cadence_skip,
15,0,15,0.933333333333333,14,1,class_imbalance_guard,
16,0,16,0,0,0,cadence_skip,
17,0,17,0,0,0,cadence_skip,
18,0,18,0.944444444444444,17,1,class_imbalance_guard,
19,0,19,0,0,0,cadence_skip,
20,0,20,0,0,0,cadence_skip,
21,0,21,0.904761904761905,19,2,class_imbalance_guard,
22,0,22,0,0,0,cadence_skip,
23,0,23,0,0,0,cadence_skip,
24,0,24,0.916666666666667,22,2,class_imbalance_guard,
25,0,25,0,0,0,cadence_skip,
26,0,26,0,0,0,cadence_skip,
27,0,27,0.925925925925926,25,2,class_imbalance_guard,
28,0,28,0,0,0,cadence_skip,
29,0,29,0,0,0,cadence_skip,
30,0,30,0.9,27,3,class_imbalance_guard,
31,0,31,0,0,0,cadence_skip,
32,0,32,0,0,0,cadence_skip,
33,0,33,0.878787878787879,29,4,class_imbalance_guard,
34,0,34,0,0,0,cadence_skip,
35,0,35,0,0,0,cadence_skip,
36,0,36,0.888888888888889,32,4,class_imbalance_guard,
37,0,37,0,0,0,cadence_skip,
38,0,38,0,0,0,cadence_skip,
39,0,39,0.897435897435897,35,4,class_imbalance_guard,
40,0,40,0,0,0,cadence_skip,
41,0,41,0,0,0,cadence_skip,
42,0,42,0.904761904761905,38,4,class_imbalance_guard,
43,0,43,0,0,0,cadence_skip,
44,0,44,0,0,0,cadence_skip,
45,0,45,0.888888888888889,40,5,class_imbalance_guard,
46,0,46,0,0,0,cadence_skip,
47,0,47,0,0,0,cadence_skip,
48,0,48,0.895833333333333,43,5,class_imbalance_guard,
49,0,49,0,0,0,cadence_skip,
50,0,50,0,0,0,cadence_skip,
51,0,51,0.862745098039216,44,7,class_imbalance_guard,
52,0,52,0,0,0,cadence_skip,
53,0,53,0,0,0,cadence_skip,
54,0,54,0.87037037037037,47,7,class_imbalance_guard,
55,0,55,0,0,0,cadence_skip,
56,0,56,0,0,0,cadence_skip,
57,0,57,0.87719298245614,50,7,class_imbalance_guard,
58,0,58,0,0,0,cadence_skip,
59,0,59,0,0,0,cadence_skip,
60,0,60,0.883333333333333,53,7,class_imbalance_guard,
61,0,61,0,0,0,cadence_skip,
62,0,62,0,0,0,cadence_skip,
63,0,63,0.888888888888889,56,7,class_imbalance_guard,
64,0,64,0,0,0,cadence_skip,
65,0,65,0,0,0,cadence_skip,
66,0,66,0.893939393939394,59,7,class_imbalance_guard,
67,0,67,0,0,0,cadence_skip,
68,0,68,0,0,0,cadence_skip,
69,0,69,0.898550724637681,62,7,class_imbalance_guard,
70,0,70,0,0,0,cadence_skip,
71,0,71,0,0,0,cadence_skip,
72,0,72,0.902777777777778,65,7,class_imbalance_guard,
73,0,73,0,0,0,cadence_skip,
74,0,74,0,0,0,cadence_skip,
75,0,75,0.893333333333333,67,8,class_imbalance_guard,
76,0,76,0,0,0,cadence_skip,
77,0,77,0,0,0,cadence_skip,
78,0,78,0.884615384615385,69,9,class_imbalance_guard,
79,0,79,0,0,0,cadence_skip,
80,0,80,0,0,0,cadence_skip,
81,0,81,0.876543209876543,71,10,class_imbalance_guard,
82,0,82,0,0,0,cadence_skip,
83,0,83,0,0,0,cadence_skip,
84,0,84,0.880952380952381,74,10,class_imbalance_guard,
85,0,85,0,0,0,cadence_skip,
86,0,86,0,0,0,cadence_skip,
87,0,87,0.885057471264368,77,10,class_imbalance_guard,
88,0,88,0,0,0,cadence_skip,
89,0,89,0,0,0,cadence_skip,
90,0,90,0.877777777777778,79,11,class_imbalance_guard,
91,0,91,0,0,0,cadence_skip,
92,0,92,0,0,0,cadence_skip,
93,0,93,0.881720430107527,82,11,class_imbalance_guard,
94,0,94,0,0,0,cadence_skip,
95,0,95,0,0,0,cadence_skip,
96,0,96,0.885416666666667,85,11,class_imbalance_guard,
97,0,97,0,0,0,cadence_skip,
98,0,98,0,0,0,cadence_skip,
99,0,99,0.878787878787879,87,12,class_imbalance_guard,
100,0,100,0,0,0,cadence_skip,
