scenario_id,model_updated,n_train,stable_ratio,n_stable,n_unstable,skip_reason,model_path
1,0,1,0,0,0,warmup_before_first_update,
2,0,2,0,0,0,warmup_before_first_update,
3,0,3,0,0,0,warmup_before_first_update,
4,0,4,0,0,0,cadence_skip,
5,0,5,0,0,0,cadence_skip,
6,0,6,1,6,0,class_imbalance_guard,
7,0,7,0,0,0,cadence_skip,
8,0,8,0,0,0,cadence_skip,
9,0,9,1,9,0,class_imbalance_guard,
10,0,10,0,0,0,cadence_skip,
11,0,11,0,0,0,cadence_skip,
12,0,12,1,12,0,class_imbalance_guard,
13,0,13,0,0,0,cadence_skip,
14,0,14,0,0,0,cadence_skip,
15,0,15,0.933333333333333,14,1,class_imbalance_guard,
16,0,16,0,0,0,cadence_skip,
17,0,17,0,0,0,cadence_skip,
18,0,18,0.888888888888889,16,2,class_imbalance_guard,
19,0,19,0,0,0,cadence_skip,
20,0,20,0,0,0,cadence_skip,
21,0,21,0.904761904761905,19,2,class_imbalance_guard,
22,0,22,0,0,0,cadence_skip,
23,0,23,0,0,0,cadence_skip,
24,0,24,0.916666666666667,22,2,class_imbalance_guard,
25,0,25,0,0,0,cadence_skip,
26,0,26,0,0,0,cadence_skip,
27,0,27,0.925925925925926,25,2,class_imbalance_guard,
28,0,28,0,0,0,cadence_skip,
29,0,29,0,0,0,cadence_skip,
30,0,30,0.866666666666667,26,4,class_imbalance_guard,
31,0,31,0,0,0,cadence_skip,
32,0,32,0,0,0,cadence_skip,
33,1,33,0.848484848484849,28,5,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_231955_s033.mat
34,0,34,0,0,0,cadence_skip,
35,0,35,0,0,0,cadence_skip,
36,0,36,0.861111111111111,31,5,class_imbalance_guard,
37,0,37,0,0,0,cadence_skip,
38,0,38,0,0,0,cadence_skip,
39,0,39,0.871794871794872,34,5,class_imbalance_guard,
40,0,40,0,0,0,cadence_skip,
41,0,41,0,0,0,cadence_skip,
42,0,42,0.880952380952381,37,5,class_imbalance_guard,
43,0,43,0,0,0,cadence_skip,
44,0,44,0,0,0,cadence_skip,
45,0,45,0.866666666666667,39,6,class_imbalance_guard,
46,0,46,0,0,0,cadence_skip,
47,0,47,0,0,0,cadence_skip,
48,0,48,0.875,42,6,class_imbalance_guard,
49,0,49,0,0,0,cadence_skip,
50,0,50,0,0,0,cadence_skip,
51,0,51,0.882352941176471,45,6,class_imbalance_guard,
52,0,52,0,0,0,cadence_skip,
53,0,53,0,0,0,cadence_skip,
54,0,54,0.888888888888889,48,6,class_imbalance_guard,
55,0,55,0,0,0,cadence_skip,
56,0,56,0,0,0,cadence_skip,
57,0,57,0.894736842105263,51,6,class_imbalance_guard,
58,0,58,0,0,0,cadence_skip,
59,0,59,0,0,0,cadence_skip,
60,0,60,0.883333333333333,53,7,class_imbalance_guard,
61,0,61,0,0,0,cadence_skip,
62,0,62,0,0,0,cadence_skip,
63,0,63,0.888888888888889,56,7,class_imbalance_guard,
64,0,64,0,0,0,cadence_skip,
65,0,65,0,0,0,cadence_skip,
66,0,66,0.893939393939394,59,7,class_imbalance_guard,
67,0,67,0,0,0,cadence_skip,
68,0,68,0,0,0,cadence_skip,
69,0,69,0.898550724637681,62,7,class_imbalance_guard,
70,0,70,0,0,0,cadence_skip,
71,0,71,0,0,0,cadence_skip,
72,0,72,0.902777777777778,65,7,class_imbalance_guard,
73,0,73,0,0,0,cadence_skip,
74,0,74,0,0,0,cadence_skip,
75,0,75,0.906666666666667,68,7,class_imbalance_guard,
76,0,76,0,0,0,cadence_skip,
77,0,77,0,0,0,cadence_skip,
78,0,78,0.91025641025641,71,7,class_imbalance_guard,
79,0,79,0,0,0,cadence_skip,
80,0,80,0,0,0,cadence_skip,
81,0,81,0.901234567901235,73,8,class_imbalance_guard,
82,0,82,0,0,0,cadence_skip,
83,0,83,0,0,0,cadence_skip,
84,0,84,0.892857142857143,75,9,class_imbalance_guard,
85,0,85,0,0,0,cadence_skip,
86,0,86,0,0,0,cadence_skip,
87,0,87,0.885057471264368,77,10,class_imbalance_guard,
88,0,88,0,0,0,cadence_skip,
89,0,89,0,0,0,cadence_skip,
90,0,90,0.888888888888889,80,10,class_imbalance_guard,
91,0,91,0,0,0,cadence_skip,
92,0,92,0,0,0,cadence_skip,
93,0,93,0.89247311827957,83,10,class_imbalance_guard,
94,0,94,0,0,0,cadence_skip,
95,0,95,0,0,0,cadence_skip,
96,0,96,0.885416666666667,85,11,class_imbalance_guard,
97,0,97,0,0,0,cadence_skip,
98,0,98,0,0,0,cadence_skip,
99,0,99,0.888888888888889,88,11,class_imbalance_guard,
100,0,100,0,0,0,cadence_skip,
101,0,101,0,0,0,cadence_skip,
102,0,102,0.892156862745098,91,11,class_imbalance_guard,
103,0,103,0,0,0,cadence_skip,
104,0,104,0,0,0,cadence_skip,
105,0,105,0.895238095238095,94,11,class_imbalance_guard,
106,0,106,0,0,0,cadence_skip,
107,0,107,0,0,0,cadence_skip,
108,0,108,0.898148148148148,97,11,class_imbalance_guard,
109,0,109,0,0,0,cadence_skip,
110,0,110,0,0,0,cadence_skip,
111,0,111,0.900900900900901,100,11,class_imbalance_guard,
112,0,112,0,0,0,cadence_skip,
113,0,113,0,0,0,cadence_skip,
114,0,114,0.903508771929825,103,11,class_imbalance_guard,
115,0,115,0,0,0,cadence_skip,
116,0,116,0,0,0,cadence_skip,
117,0,117,0.905982905982906,106,11,class_imbalance_guard,
118,0,118,0,0,0,cadence_skip,
119,0,119,0,0,0,cadence_skip,
120,0,120,0.908333333333333,109,11,class_imbalance_guard,
121,0,121,0,0,0,cadence_skip,
122,0,122,0,0,0,cadence_skip,
123,0,123,0.902439024390244,111,12,class_imbalance_guard,
124,0,124,0,0,0,cadence_skip,
125,0,125,0,0,0,cadence_skip,
126,0,126,0.904761904761905,114,12,class_imbalance_guard,
127,0,127,0,0,0,cadence_skip,
128,0,128,0,0,0,cadence_skip,
129,0,129,0.906976744186046,117,12,class_imbalance_guard,
130,0,130,0,0,0,cadence_skip,
131,0,131,0,0,0,cadence_skip,
132,0,132,0.901515151515151,119,13,class_imbalance_guard,
133,0,133,0,0,0,cadence_skip,
134,0,134,0,0,0,cadence_skip,
135,0,135,0.903703703703704,122,13,class_imbalance_guard,
136,0,136,0,0,0,cadence_skip,
137,0,137,0,0,0,cadence_skip,
138,0,138,0.905797101449275,125,13,class_imbalance_guard,
139,0,139,0,0,0,cadence_skip,
140,0,140,0,0,0,cadence_skip,
141,0,141,0.907801418439716,128,13,class_imbalance_guard,
142,0,142,0,0,0,cadence_skip,
143,0,143,0,0,0,cadence_skip,
144,0,144,0.895833333333333,129,15,class_imbalance_guard,
145,0,145,0,0,0,cadence_skip,
146,0,146,0,0,0,cadence_skip,
147,0,147,0.884353741496599,130,17,class_imbalance_guard,
148,0,148,0,0,0,cadence_skip,
149,0,149,0,0,0,cadence_skip,
150,0,150,0.88,132,18,class_imbalance_guard,
151,0,151,0,0,0,cadence_skip,
152,0,152,0,0,0,cadence_skip,
153,0,153,0.882352941176471,135,18,class_imbalance_guard,
154,0,154,0,0,0,cadence_skip,
155,0,155,0,0,0,cadence_skip,
156,0,156,0.878205128205128,137,19,class_imbalance_guard,
157,0,157,0,0,0,cadence_skip,
158,0,158,0,0,0,cadence_skip,
159,0,159,0.880503144654088,140,19,class_imbalance_guard,
160,0,160,0,0,0,cadence_skip,
161,0,161,0,0,0,cadence_skip,
162,0,162,0.882716049382716,143,19,class_imbalance_guard,
163,0,163,0,0,0,cadence_skip,
164,0,164,0,0,0,cadence_skip,
165,0,165,0.878787878787879,145,20,class_imbalance_guard,
166,0,166,0,0,0,cadence_skip,
167,0,167,0,0,0,cadence_skip,
168,0,168,0.880952380952381,148,20,class_imbalance_guard,
169,0,169,0,0,0,cadence_skip,
170,0,170,0,0,0,cadence_skip,
171,0,171,0.883040935672515,151,20,class_imbalance_guard,
172,0,172,0,0,0,cadence_skip,
173,0,173,0,0,0,cadence_skip,
174,0,174,0.879310344827586,153,21,class_imbalance_guard,
175,0,175,0,0,0,cadence_skip,
176,0,176,0,0,0,cadence_skip,
177,0,177,0.88135593220339,156,21,class_imbalance_guard,
178,0,178,0,0,0,cadence_skip,
179,0,179,0,0,0,cadence_skip,
180,0,180,0.883333333333333,159,21,class_imbalance_guard,
181,0,181,0,0,0,cadence_skip,
182,0,182,0,0,0,cadence_skip,
183,0,183,0.885245901639344,162,21,class_imbalance_guard,
184,0,184,0,0,0,cadence_skip,
185,0,185,0,0,0,cadence_skip,
186,0,186,0.881720430107527,164,22,class_imbalance_guard,
187,0,187,0,0,0,cadence_skip,
188,0,188,0,0,0,cadence_skip,
189,0,189,0.878306878306878,166,23,class_imbalance_guard,
190,0,190,0,0,0,cadence_skip,
191,0,191,0,0,0,cadence_skip,
192,0,192,0.880208333333333,169,23,class_imbalance_guard,
193,0,193,0,0,0,cadence_skip,
194,0,194,0,0,0,cadence_skip,
195,0,195,0.876923076923077,171,24,class_imbalance_guard,
196,0,196,0,0,0,cadence_skip,
197,0,197,0,0,0,cadence_skip,
198,0,198,0.873737373737374,173,25,class_imbalance_guard,
199,0,199,0,0,0,cadence_skip,
200,0,200,0,0,0,cadence_skip,
201,0,201,0.875621890547264,176,25,class_imbalance_guard,
202,0,202,0,0,0,cadence_skip,
203,0,203,0,0,0,cadence_skip,
204,0,204,0.872549019607843,178,26,class_imbalance_guard,
