scenario_id,model_updated,n_train,stable_ratio,n_stable,n_unstable,skip_reason,model_path
1,0,1,0,0,0,warmup_before_first_update,
2,0,2,0,0,0,warmup_before_first_update,
3,0,3,0,0,0,warmup_before_first_update,
4,0,4,0,0,0,cadence_skip,
5,0,5,0,0,0,cadence_skip,
6,0,6,0.833333333333333,5,1,class_imbalance_guard,
7,0,7,0,0,0,cadence_skip,
8,0,8,0,0,0,cadence_skip,
9,0,9,0.888888888888889,8,1,class_imbalance_guard,
10,0,10,0,0,0,cadence_skip,
11,0,11,0,0,0,cadence_skip,
12,0,12,0.916666666666667,11,1,class_imbalance_guard,
13,0,13,0,0,0,cadence_skip,
14,0,14,0,0,0,cadence_skip,
15,0,15,0.933333333333333,14,1,class_imbalance_guard,
16,0,16,0,0,0,cadence_skip,
17,0,17,0,0,0,cadence_skip,
18,0,18,0.944444444444444,17,1,class_imbalance_guard,
19,0,19,0,0,0,cadence_skip,
20,0,20,0,0,0,cadence_skip,
21,0,21,0.952380952380952,20,1,class_imbalance_guard,
22,0,22,0,0,0,cadence_skip,
23,0,23,0,0,0,cadence_skip,
24,0,24,0.875,21,3,class_imbalance_guard,
25,0,25,0,0,0,cadence_skip,
26,0,26,0,0,0,cadence_skip,
27,0,27,0.888888888888889,24,3,class_imbalance_guard,
28,0,28,0,0,0,cadence_skip,
29,0,29,0,0,0,cadence_skip,
30,0,30,0.9,27,3,class_imbalance_guard,
31,0,31,0,0,0,cadence_skip,
32,0,32,0,0,0,cadence_skip,
33,0,33,0.878787878787879,29,4,class_imbalance_guard,
34,0,34,0,0,0,cadence_skip,
35,0,35,0,0,0,cadence_skip,
36,0,36,0.861111111111111,31,5,class_imbalance_guard,
37,0,37,0,0,0,cadence_skip,
38,0,38,0,0,0,cadence_skip,
39,0,39,0.871794871794872,34,5,class_imbalance_guard,
40,0,40,0,0,0,cadence_skip,
41,0,41,0,0,0,cadence_skip,
42,0,42,0.880952380952381,37,5,class_imbalance_guard,
43,0,43,0,0,0,cadence_skip,
44,0,44,0,0,0,cadence_skip,
45,0,45,0.866666666666667,39,6,class_imbalance_guard,
46,0,46,0,0,0,cadence_skip,
47,0,47,0,0,0,cadence_skip,
48,0,48,0.875,42,6,class_imbalance_guard,
49,0,49,0,0,0,cadence_skip,
50,0,50,0,0,0,cadence_skip,
51,0,51,0.882352941176471,45,6,class_imbalance_guard,
52,0,52,0,0,0,cadence_skip,
53,0,53,0,0,0,cadence_skip,
54,0,54,0.888888888888889,48,6,class_imbalance_guard,
55,0,55,0,0,0,cadence_skip,
56,0,56,0,0,0,cadence_skip,
57,0,57,0.894736842105263,51,6,class_imbalance_guard,
58,0,58,0,0,0,cadence_skip,
59,0,59,0,0,0,cadence_skip,
60,0,60,0.9,54,6,class_imbalance_guard,
61,0,61,0,0,0,cadence_skip,
62,0,62,0,0,0,cadence_skip,
63,0,63,0.904761904761905,57,6,class_imbalance_guard,
64,0,64,0,0,0,cadence_skip,
65,0,65,0,0,0,cadence_skip,
66,0,66,0.893939393939394,59,7,class_imbalance_guard,
67,0,67,0,0,0,cadence_skip,
68,0,68,0,0,0,cadence_skip,
69,0,69,0.898550724637681,62,7,class_imbalance_guard,
70,0,70,0,0,0,cadence_skip,
71,0,71,0,0,0,cadence_skip,
72,0,72,0.902777777777778,65,7,class_imbalance_guard,
73,0,73,0,0,0,cadence_skip,
74,0,74,0,0,0,cadence_skip,
75,0,75,0.906666666666667,68,7,class_imbalance_guard,
76,0,76,0,0,0,cadence_skip,
77,0,77,0,0,0,cadence_skip,
78,0,78,0.91025641025641,71,7,class_imbalance_guard,
79,0,79,0,0,0,cadence_skip,
80,0,80,0,0,0,cadence_skip,
81,0,81,0.91358024691358,74,7,class_imbalance_guard,
82,0,82,0,0,0,cadence_skip,
83,0,83,0,0,0,cadence_skip,
84,0,84,0.916666666666667,77,7,class_imbalance_guard,
85,0,85,0,0,0,cadence_skip,
86,0,86,0,0,0,cadence_skip,
87,0,87,0.919540229885057,80,7,class_imbalance_guard,
88,0,88,0,0,0,cadence_skip,
89,0,89,0,0,0,cadence_skip,
90,0,90,0.922222222222222,83,7,class_imbalance_guard,
91,0,91,0,0,0,cadence_skip,
92,0,92,0,0,0,cadence_skip,
93,0,93,0.924731182795699,86,7,class_imbalance_guard,
94,0,94,0,0,0,cadence_skip,
95,0,95,0,0,0,cadence_skip,
96,0,96,0.927083333333333,89,7,class_imbalance_guard,
97,0,97,0,0,0,cadence_skip,
98,0,98,0,0,0,cadence_skip,
99,0,99,0.929292929292929,92,7,class_imbalance_guard,
100,0,100,0,0,0,cadence_skip,
101,0,101,0,0,0,cadence_skip,
102,0,102,0.92156862745098,94,8,class_imbalance_guard,
103,0,103,0,0,0,cadence_skip,
104,0,104,0,0,0,cadence_skip,
105,0,105,0.914285714285714,96,9,class_imbalance_guard,
106,0,106,0,0,0,cadence_skip,
107,0,107,0,0,0,cadence_skip,
108,0,108,0.916666666666667,99,9,class_imbalance_guard,
109,0,109,0,0,0,cadence_skip,
110,0,110,0,0,0,cadence_skip,
111,0,111,0.918918918918919,102,9,class_imbalance_guard,
112,0,112,0,0,0,cadence_skip,
113,0,113,0,0,0,cadence_skip,
114,0,114,0.921052631578947,105,9,class_imbalance_guard,
115,0,115,0,0,0,cadence_skip,
116,0,116,0,0,0,cadence_skip,
117,0,117,0.923076923076923,108,9,class_imbalance_guard,
118,0,118,0,0,0,cadence_skip,
119,0,119,0,0,0,cadence_skip,
120,0,120,0.925,111,9,class_imbalance_guard,
121,0,121,0,0,0,cadence_skip,
122,0,122,0,0,0,cadence_skip,
123,0,123,0.926829268292683,114,9,class_imbalance_guard,
124,0,124,0,0,0,cadence_skip,
125,0,125,0,0,0,cadence_skip,
126,0,126,0.928571428571429,117,9,class_imbalance_guard,
127,0,127,0,0,0,cadence_skip,
128,0,128,0,0,0,cadence_skip,
129,0,129,0.914728682170543,118,11,class_imbalance_guard,
130,0,130,0,0,0,cadence_skip,
131,0,131,0,0,0,cadence_skip,
132,0,132,0.916666666666667,121,11,class_imbalance_guard,
133,0,133,0,0,0,cadence_skip,
134,0,134,0,0,0,cadence_skip,
135,0,135,0.918518518518519,124,11,class_imbalance_guard,
136,0,136,0,0,0,cadence_skip,
137,0,137,0,0,0,cadence_skip,
138,0,138,0.91304347826087,126,12,class_imbalance_guard,
139,0,139,0,0,0,cadence_skip,
140,0,140,0,0,0,cadence_skip,
141,0,141,0.914893617021277,129,12,class_imbalance_guard,
142,0,142,0,0,0,cadence_skip,
143,0,143,0,0,0,cadence_skip,
144,0,144,0.909722222222222,131,13,class_imbalance_guard,
145,0,145,0,0,0,cadence_skip,
146,0,146,0,0,0,cadence_skip,
147,0,147,0.91156462585034,134,13,class_imbalance_guard,
148,0,148,0,0,0,cadence_skip,
149,0,149,0,0,0,cadence_skip,
150,0,150,0.913333333333333,137,13,class_imbalance_guard,
151,0,151,0,0,0,cadence_skip,
152,0,152,0,0,0,cadence_skip,
153,0,153,0.915032679738562,140,13,class_imbalance_guard,
154,0,154,0,0,0,cadence_skip,
155,0,155,0,0,0,cadence_skip,
156,0,156,0.916666666666667,143,13,class_imbalance_guard,
157,0,157,0,0,0,cadence_skip,
158,0,158,0,0,0,cadence_skip,
159,0,159,0.911949685534591,145,14,class_imbalance_guard,
160,0,160,0,0,0,cadence_skip,
161,0,161,0,0,0,cadence_skip,
162,0,162,0.91358024691358,148,14,class_imbalance_guard,
163,0,163,0,0,0,cadence_skip,
164,0,164,0,0,0,cadence_skip,
165,0,165,0.915151515151515,151,14,class_imbalance_guard,
166,0,166,0,0,0,cadence_skip,
167,0,167,0,0,0,cadence_skip,
168,0,168,0.916666666666667,154,14,class_imbalance_guard,
169,0,169,0,0,0,cadence_skip,
170,0,170,0,0,0,cadence_skip,
171,0,171,0.912280701754386,156,15,class_imbalance_guard,
172,0,172,0,0,0,cadence_skip,
173,0,173,0,0,0,cadence_skip,
174,0,174,0.908045977011494,158,16,class_imbalance_guard,
175,0,175,0,0,0,cadence_skip,
176,0,176,0,0,0,cadence_skip,
177,0,177,0.903954802259887,160,17,class_imbalance_guard,
178,0,178,0,0,0,cadence_skip,
179,0,179,0,0,0,cadence_skip,
180,0,180,0.9,162,18,class_imbalance_guard,
181,0,181,0,0,0,cadence_skip,
182,0,182,0,0,0,cadence_skip,
183,0,183,0.901639344262295,165,18,class_imbalance_guard,
184,0,184,0,0,0,cadence_skip,
185,0,185,0,0,0,cadence_skip,
186,0,186,0.897849462365591,167,19,class_imbalance_guard,
187,0,187,0,0,0,cadence_skip,
188,0,188,0,0,0,cadence_skip,
189,0,189,0.899470899470899,170,19,class_imbalance_guard,
190,0,190,0,0,0,cadence_skip,
191,0,191,0,0,0,cadence_skip,
192,0,192,0.895833333333333,172,20,class_imbalance_guard,
193,0,193,0,0,0,cadence_skip,
194,0,194,0,0,0,cadence_skip,
195,0,195,0.897435897435897,175,20,class_imbalance_guard,
196,0,196,0,0,0,cadence_skip,
197,0,197,0,0,0,cadence_skip,
198,0,198,0.898989898989899,178,20,class_imbalance_guard,
199,0,199,0,0,0,cadence_skip,
200,0,200,0,0,0,cadence_skip,
201,0,201,0.900497512437811,181,20,class_imbalance_guard,
202,0,202,0,0,0,cadence_skip,
203,0,203,0,0,0,cadence_skip,
204,0,204,0.901960784313726,184,20,class_imbalance_guard,
205,0,205,0,0,0,cadence_skip,
206,0,206,0,0,0,cadence_skip,
207,0,207,0.903381642512077,187,20,class_imbalance_guard,
208,0,208,0,0,0,cadence_skip,
209,0,209,0,0,0,cadence_skip,
210,0,210,0.9,189,21,class_imbalance_guard,
211,0,211,0,0,0,cadence_skip,
212,0,212,0,0,0,cadence_skip,
213,0,213,0.901408450704225,192,21,class_imbalance_guard,
214,0,214,0,0,0,cadence_skip,
215,0,215,0,0,0,cadence_skip,
216,0,216,0.902777777777778,195,21,class_imbalance_guard,
217,0,217,0,0,0,cadence_skip,
218,0,218,0,0,0,cadence_skip,
219,0,219,0.894977168949772,196,23,class_imbalance_guard,
220,0,220,0,0,0,cadence_skip,
221,0,221,0,0,0,cadence_skip,
222,0,222,0.891891891891892,198,24,class_imbalance_guard,
223,0,223,0,0,0,cadence_skip,
224,0,224,0,0,0,cadence_skip,
225,0,225,0.893333333333333,201,24,class_imbalance_guard,
226,0,226,0,0,0,cadence_skip,
227,0,227,0,0,0,cadence_skip,
228,0,228,0.894736842105263,204,24,class_imbalance_guard,
229,0,229,0,0,0,cadence_skip,
230,0,230,0,0,0,cadence_skip,
231,0,231,0.896103896103896,207,24,class_imbalance_guard,
232,0,232,0,0,0,cadence_skip,
233,0,233,0,0,0,cadence_skip,
234,0,234,0.897435897435897,210,24,class_imbalance_guard,
235,0,235,0,0,0,cadence_skip,
236,0,236,0,0,0,cadence_skip,
237,0,237,0.89873417721519,213,24,class_imbalance_guard,
238,0,238,0,0,0,cadence_skip,
239,0,239,0,0,0,cadence_skip,
240,0,240,0.9,216,24,class_imbalance_guard,
241,0,241,0,0,0,cadence_skip,
242,0,242,0,0,0,cadence_skip,
243,0,243,0.901234567901235,219,24,class_imbalance_guard,
244,0,244,0,0,0,cadence_skip,
245,0,245,0,0,0,cadence_skip,
246,0,246,0.898373983739837,221,25,class_imbalance_guard,
247,0,247,0,0,0,cadence_skip,
248,0,248,0,0,0,cadence_skip,
249,0,249,0.899598393574297,224,25,class_imbalance_guard,
250,0,250,0,0,0,cadence_skip,
251,0,251,0,0,0,cadence_skip,
252,0,252,0.900793650793651,227,25,class_imbalance_guard,
253,0,253,0,0,0,cadence_skip,
254,0,254,0,0,0,cadence_skip,
255,0,255,0.901960784313726,230,25,class_imbalance_guard,
256,0,256,0,0,0,cadence_skip,
257,0,257,0,0,0,cadence_skip,
258,0,258,0.89922480620155,232,26,class_imbalance_guard,
259,0,259,0,0,0,cadence_skip,
260,0,260,0,0,0,cadence_skip,
261,0,261,0.900383141762452,235,26,class_imbalance_guard,
262,0,262,0,0,0,cadence_skip,
263,0,263,0,0,0,cadence_skip,
264,0,264,0.901515151515151,238,26,class_imbalance_guard,
265,0,265,0,0,0,cadence_skip,
266,0,266,0,0,0,cadence_skip,
267,0,267,0.895131086142322,239,28,class_imbalance_guard,
268,0,268,0,0,0,cadence_skip,
269,0,269,0,0,0,cadence_skip,
270,0,270,0.888888888888889,240,30,class_imbalance_guard,
271,0,271,0,0,0,cadence_skip,
272,0,272,0,0,0,cadence_skip,
273,0,273,0.886446886446886,242,31,class_imbalance_guard,
274,0,274,0,0,0,cadence_skip,
275,0,275,0,0,0,cadence_skip,
276,0,276,0.88768115942029,245,31,class_imbalance_guard,
277,0,277,0,0,0,cadence_skip,
278,0,278,0,0,0,cadence_skip,
279,0,279,0.888888888888889,248,31,class_imbalance_guard,
280,0,280,0,0,0,cadence_skip,
281,0,281,0,0,0,cadence_skip,
282,0,282,0.886524822695035,250,32,class_imbalance_guard,
283,0,283,0,0,0,cadence_skip,
284,0,284,0,0,0,cadence_skip,
285,0,285,0.880701754385965,251,34,class_imbalance_guard,
286,0,286,0,0,0,cadence_skip,
287,0,287,0,0,0,cadence_skip,
288,0,288,0.878472222222222,253,35,class_imbalance_guard,
289,0,289,0,0,0,cadence_skip,
290,0,290,0,0,0,cadence_skip,
291,0,291,0.879725085910653,256,35,class_imbalance_guard,
292,0,292,0,0,0,cadence_skip,
293,0,293,0,0,0,cadence_skip,
294,0,294,0.880952380952381,259,35,class_imbalance_guard,
295,0,295,0,0,0,cadence_skip,
296,0,296,0,0,0,cadence_skip,
297,0,297,0.882154882154882,262,35,class_imbalance_guard,
298,0,298,0,0,0,cadence_skip,
299,0,299,0,0,0,cadence_skip,
300,0,300,0.883333333333333,265,35,class_imbalance_guard,
